full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
@tham878 @Dennysiregar7 IQ 78 KAYA LU @tham878 mna paham pajak naik berapa persen. di otak lu yg cuma IQ 78 cuma bisa 11+1=12 padahal kan realita PPN naik 9%... OTAK BANSOS 58% MNA PAHAM MATEMATIKA.. YG ADA D OTAKNYA CUMA BANZOSSSS..,@tham878 @dennysiregar7 iq 78 kaya lu @tham878 mna paham pajak naik berapa persen di otak lu yg cuma iq 78 cuma bisa 11112 padahal kan realita ppn naik 9 otak bansos 58 mna paham matematika yg ada d otaknya cuma banzossss,@tham878 @dennysiregar7 iq 78 kayak lu @tham878 mana paham pajak naik berapa persen di otak lu yang cuma iq 78 cuma bisa 11112 padahal kan realita ppn naik 9 otak bansos 58 mana paham matematika yang ada di otaknya cuma banzossss,@tham878 @dennysiregar7 iq 78 kayak lu @tham878 mana paham pajak naik berapa persen di otak lu yang cuma iq 78 cuma bisa 11112 padahal kan realita ppn naik 9 otak bansos 58 mana paham matematika yang ada di otaknya cuma banzos,@tham878 @dennysiregar7 iq 78 kayak lu @tham878 mana paham pajak naik berapa persen di otak lu yang cuma iq 78 cuma bisa 11112 padahal kan realita ppn naik 9 otak bansos 58 mana paham matematika yang ada di otaknya cuma banzos,"['iq', '78', 'kayak', 'lu', 'mana', 'paham', 'pajak', 'naik', 'berapa', 'persen', 'di', 'otak', 'lu', 'yang', 'cuma', 'iq', '78', 'cuma', 'bisa', '1112', 'padahal', 'kan', 'realita', 'ppn', 'naik', '9', 'otak', 'bansos', '58', 'mana', 'paham', 'matematika', 'yang', 'ada', 'di', 'otaknya', 'cuma', 'banzos']","['iq', '78', 'kayak', 'lu', 'mana', 'paham', 'pajak', 'naik', 'berapa', 'persen', 'di', 'otak', 'lu', 'yang', 'cuma', 'iq', '78', 'cuma', 'bisa', '1112', 'padahal', 'kan', 'realita', 'ppn', 'naik', '9', 'otak', 'bansos', '58', 'mana', 'paham', 'matematika', 'yang', 'ada', 'di', 'otak', 'cuma', 'banzos']","['iq', '78', 'kayak', 'lu', 'paham', 'pajak', 'persen', 'otak', 'lu', 'iq', '78', '1112', 'realita', 'ppn', '9', 'otak', 'bansos', '58', 'paham', 'matematika', 'otak', 'banzos']","['iq', '78', 'kayak', 'paham', 'pajak', 'persen', 'otak', 'iq', '78', '1112', 'realita', 'ppn', '9', 'otak', 'bansos', '58', 'paham', 'matematika', 'otak', 'banzos']"
@dwioktariyadi @negativisme uda 2 kejadian sein kiri beloknya kanan je mas - tidak naikin pajak ppn naik ke 12% - tidak naikin biaya haji ya tetep naik juga baru beberapa bulan nih masih diujung..,@dwioktariyadi @negativisme uda 2 kejadian sein kiri beloknya kanan je mas  tidak naikin pajak ppn naik ke 12  tidak naikin biaya haji ya tetep naik juga baru beberapa bulan nih masih diujung,@dwioktariyadi @negativisme sudah 2 kejadian sein kiri beloknya kanan je mas  tidak naikin pajak ppn naik ke 12  tidak naikin biaya haji ya tetap naik juga baru beberapa bulan nih masih diujung,@dwioktariyadi @negativisme sudah 2 kejadian sein kiri beloknya kanan je mas  tidak naikin pajak ppn naik ke 12  tidak naikin biaya haji ya tetap naik juga baru beberapa bulan nih masih diujung,@dwioktariyadi @negativisme sudah 2 kejadian sein kiri beloknya kanan je mas  tidak naikin pajak ppn naik ke 12  tidak naikin biaya haji ya tetap naik juga baru beberapa bulan nih masih diujung,"['sudah', '2', 'kejadian', 'sein', 'kiri', 'beloknya', 'kanan', 'je', 'mas', 'tidak', 'naikin', 'pajak', 'ppn', 'naik', 'ke', '12', 'tidak', 'naikin', 'biaya', 'haji', 'ya', 'tetap', 'naik', 'juga', 'baru', 'beberapa', 'bulan', 'nih', 'masih', 'diujung']","['sudah', '2', 'jadi', 'sein', 'kiri', 'belok', 'kanan', 'je', 'mas', 'tidak', 'naik', 'pajak', 'ppn', 'naik', 'ke', '12', 'tidak', 'naik', 'biaya', 'haji', 'iya', 'tetap', 'naik', 'juga', 'baru', 'beberapa', 'bulan', 'ini', 'masih', 'ujung']","['2', 'sein', 'kiri', 'belok', 'kanan', 'je', 'mas', 'pajak', 'ppn', '12', 'biaya', 'haji', 'iya', 'ujung']","['2', 'sein', 'kiri', 'belok', 'kanan', 'je', 'mas', 'pajak', 'ppn', '12', 'biaya', 'haji', 'ujung']"
@Uki23 DPR DAPAT TUNJANGAN RP.50 JUTA PERBULAN RAKYAT KARYAWAN DIPOTONG 3% PERBULAN DAN DITAMBAH PPN NAIK 12% LUAR BIASA BENARKAH SELURUH RAKYAT INDONESIA ASLI DIJADIKAN SAPI PERAH UNTUK MENGGEMUKKAN PARA PEJABAT2 MASIHKAH RAKYAT INDONESIA MENERIMANYA ?,@uki23 dpr dapat tunjangan rp50 juta perbulan rakyat karyawan dipotong 3 perbulan dan ditambah ppn naik 12 luar biasa benarkah seluruh rakyat indonesia asli dijadikan sapi perah untuk menggemukkan para pejabat2 masihkah rakyat indonesia menerimanya ,@uki23 dpr dapat tunjangan rp50 juta perbulan rakyat karyawan dipotong 3 perbulan dan ditambah ppn naik 12 luar biasa benarkah seluruh rakyat indonesia asli dijadikan sapi perah untuk menggemukkan para pejabat2 masihkah rakyat indonesia menerimanya ,@uki23 dpr dapat tunjangan rp50 juta perbulan rakyat karyawan dipotong 3 perbulan dan ditambah ppn naik 12 luar biasa benarkah seluruh rakyat indonesia asli dijadikan sapi perah untuk menggemukkan para pejabat2 masihkah rakyat indonesia menerimanya ,@uki23 dpr dapat tunjangan rp50 juta perbulan rakyat karyawan dipotong 3 perbulan dan ditambah ppn naik 12 luar biasa benarkah seluruh rakyat indonesia asli dijadikan sapi perah untuk menggemukkan para pejabat2 masihkah rakyat indonesia menerimanya ,"['dpr', 'dapat', 'tunjangan', 'rp50', 'juta', 'perbulan', 'rakyat', 'karyawan', 'dipotong', '3', 'perbulan', 'dan', 'ditambah', 'ppn', 'naik', '12', 'luar', 'biasa', 'benarkah', 'seluruh', 'rakyat', 'indonesia', 'asli', 'dijadikan', 'sapi', 'perah', 'untuk', 'menggemukkan', 'para', 'pejabat', '2', 'masihkah', 'rakyat', 'indonesia', 'menerimanya']","['dpr', 'dapat', 'tunjang', 'rp50', 'juta', 'perbulan', 'rakyat', 'karyawan', 'potong', '3', 'bul', 'dan', 'tambah', 'ppn', 'naik', '12', 'luar', 'biasa', 'benar', 'seluruh', 'rakyat', 'indonesia', 'asli', 'jadi', 'sapi', 'perah', 'untuk', 'gemuk', 'para', 'pejabat', '2', 'masih', 'rakyat', 'indonesia', 'terima']","['dpr', 'tunjang', 'rp50', 'juta', 'perbulan', 'rakyat', 'karyawan', 'potong', '3', 'bul', 'ppn', '12', 'rakyat', 'indonesia', 'asli', 'sapi', 'perah', 'gemuk', 'pejabat', '2', 'rakyat', 'indonesia', 'terima']","['dpr', 'tunjang', 'rp50', 'juta', 'perbulan', 'rakyat', 'karyawan', 'potong', '3', 'bul', 'ppn', '12', 'rakyat', 'indonesia', 'asli', 'sapi', 'perah', 'gemuk', 'pejabat', '2', 'rakyat', 'indonesia', 'terima']"
@basebuku Takut bgt tahun depan harga naik karna ppn 12%,@basebuku takut bgt tahun depan harga naik karna ppn 12,@basebuku takut banget tahun depan harga naik karena ppn 12,@basebuku takut banget tahun depan harga naik karena ppn 12,@basebuku takut banget tahun depan harga naik karena ppn 12,"['takut', 'banget', 'tahun', 'depan', 'harga', 'naik', 'karena', 'ppn', '12']","['takut', 'banget', 'tahun', 'depan', 'harga', 'naik', 'karena', 'ppn', '12']","['takut', 'banget', 'harga', 'ppn', '12']","['takut', 'banget', 'harga', 'ppn', '12']"
Efek ppn jadi 12% parkir superindo naik dari 3000 jadi 5000 per tanggal 1 Jan 2025 ,efek ppn jadi 12 parkir superindo naik dari 3000 jadi 5000 per tanggal 1 jan 2025 ,efek ppn jadi 12 parkir superindo naik dari 3000 jadi 5000 per tanggal 1 jangan 2025 ,efek ppn jadi 12 parkir superindo naik dari 3000 jadi 5000 per tanggal 1 jangan 2025 ,efek ppn jadi 12 parkir superindo naik dari 3000 jadi 5000 per tanggal 1 jangan 2025 ,"['efek', 'ppn', 'jadi', '12', 'parkir', 'superindo', 'naik', 'dari', '3000', 'jadi', '5000', 'per', 'tanggal', '1', 'jangan', '2025']","['efek', 'ppn', 'jadi', '12', 'parkir', 'superindo', 'naik', 'dari', '3000', 'jadi', '5000', 'per', 'tanggal', '1', 'jangan', '2025']","['efek', 'ppn', '12', 'parkir', 'superindo', '3000', '5000', 'tanggal', '1', '2025']","['efek', 'ppn', '12', 'parkir', 'superindo', '3000', '5000', 'tanggal', '1', '2025']"
Beredar uang palsu nilainya lebih dari 700T negara rugi 271T tapi yg di penjara cuma 6.5 tahun BPJS makin kesini makin kesana PPN 12% pajak kendaraan naik penghasilan ga naik lapangan pekerjaan makin sulit birokrasi dipersulit pemerintah ngapain aja sih ya Allah;'),beredar uang palsu nilainya lebih dari 700t negara rugi 271t tapi yg di penjara cuma 65 tahun bpjs makin kesini makin kesana ppn 12 pajak kendaraan naik penghasilan ga naik lapangan pekerjaan makin sulit birokrasi dipersulit pemerintah ngapain aja sih ya allah,beredar uang palsu nilainya lebih dari 700t negara rugi 271t tapi yang di penjara cuma 65 tahun bpjs makin kesini makin kesana ppn 12 pajak kendaraan naik penghasilan enggak naik lapangan pekerjaan makin sulit birokrasi dipersulit pemerintah mengapai saja sih ya allah,beredar uang palsu nilainya lebih dari 700t negara rugi 271t tapi yang di penjara cuma 65 tahun bpjs makin kesini makin kesana ppn 12 pajak kendaraan naik penghasilan enggak naik lapangan pekerjaan makin sulit birokrasi dipersulit pemerintah mengapai saja sih ya allah,beredar uang palsu nilainya lebih dari 700t negara rugi 271t tapi yang di penjara cuma 65 tahun bpjs makin kesini makin kesana ppn 12 pajak kendaraan naik penghasilan enggak naik lapangan pekerjaan makin sulit birokrasi dipersulit pemerintah mengapai saja sih ya allah,"['beredar', 'uang', 'palsu', 'nilainya', 'lebih', 'dari', '700t', 'negara', 'rugi', '271t', 'tapi', 'yang', 'di', 'penjara', 'cuma', '65', 'tahun', 'bpjs', 'makin', 'kesini', 'makin', 'kesana', 'ppn', '12', 'pajak', 'kendaraan', 'naik', 'penghasilan', 'enggak', 'naik', 'lapangan', 'pekerjaan', 'makin', 'sulit', 'birokrasi', 'dipersulit', 'pemerintah', 'mengapai', 'saja', 'sih', 'ya', 'allah']","['edar', 'uang', 'palsu', 'nilai', 'lebih', 'dari', '700t', 'negara', 'rugi', '271t', 'tapi', 'yang', 'di', 'penjara', 'cuma', '65', 'tahun', 'bpjs', 'makin', 'sini', 'makin', 'sana', 'ppn', '12', 'pajak', 'kendara', 'naik', 'hasil', 'tidak', 'naik', 'lapang', 'pekerjaan', 'makin', 'sulit', 'birokrasi', 'sulit', 'perin', 'kapai', 'saja', 'sih', 'iya', 'allah']","['edar', 'uang', 'palsu', 'nilai', '700t', 'negara', 'rugi', '271t', 'penjara', '65', 'bpjs', 'ppn', '12', 'pajak', 'kendara', 'hasil', 'lapang', 'pekerjaan', 'sulit', 'birokrasi', 'sulit', 'perin', 'kapai', 'sih', 'iya', 'allah']","['edar', 'uang', 'palsu', 'nilai', '700t', 'negara', 'rugi', '271t', 'penjara', '65', 'bpjs', 'ppn', '12', 'pajak', 'kendara', 'hasil', 'lapang', 'pekerjaan', 'sulit', 'birokrasi', 'sulit', 'perin', 'kapai', 'allah']"
@eeew_people @sobisobirei Ngapain hujat 03 udh kalah gada dampaknya sm hidup gue yg berdampak sm hidup gue pemerintah skrng yg pasti gara2 voters 02 tolol ppn jd naik 12% bpjs naik juga tahun depan anggaran pendidikan disunat buat program tolol maksi gratis,@eeewpeople @sobisobirei ngapain hujat 03 udh kalah gada dampaknya sm hidup gue yg berdampak sm hidup gue pemerintah skrng yg pasti gara2 voters 02 tolol ppn jd naik 12 bpjs naik juga tahun depan anggaran pendidikan disunat buat program tolol maksi gratis,@eeewpeople @sobisobirei mengapai hujat 03 sudah kalah enggak ada dampaknya sama hidup gue yang berdampak sama hidup gue pemerintah sekarang yang pasti gara-gara voters 02 tolol ppn jadi naik 12 bpjs naik juga tahun depan anggaran pendidikan disunat buat program tolol maksi gratis,@eeewpeople @sobisobirei mengapai hujat 03 sudah kalah enggak ada dampaknya sama hidup gue yang berdampak sama hidup gue pemerintah sekarang yang pasti gara-gara voters 02 tolol ppn jadi naik 12 bpjs naik juga tahun depan anggaran pendidikan disunat buat program tolol maksi gratis,@eeewpeople @sobisobirei mengapai hujat 03 sudah kalah enggak ada dampaknya sama hidup gue yang berdampak sama hidup gue pemerintah sekarang yang pasti gara-gara voters 02 tolol ppn jadi naik 12 bpjs naik juga tahun depan anggaran pendidikan disunat buat program tolol maksi gratis,"['mengapai', 'hujat', '03', 'sudah', 'kalah', 'enggak', 'ada', 'dampaknya', 'sama', 'hidup', 'gue', 'yang', 'berdampak', 'sama', 'hidup', 'gue', 'pemerintah', 'sekarang', 'yang', 'pasti', 'gara-gara', 'voters', '02', 'tolol', 'ppn', 'jadi', 'naik', '12', 'bpjs', 'naik', 'juga', 'tahun', 'depan', 'anggaran', 'pendidikan', 'disunat', 'buat', 'program', 'tolol', 'maksi', 'gratis']","['kapai', 'hujat', '03', 'sudah', 'kalah', 'tidak', 'ada', 'dampak', 'sama', 'hidup', 'gue', 'yang', 'dampak', 'sama', 'hidup', 'gue', 'perin', 'sekarang', 'yang', 'pasti', 'gara-gara', 'voters', '02', 'tolol', 'ppn', 'jadi', 'naik', '12', 'bpjs', 'naik', 'juga', 'tahun', 'depan', 'anggar', 'pendidikan', 'sunat', 'buat', 'program', 'tolol', 'maksi', 'gratis']","['kapai', 'hujat', '03', 'kalah', 'dampak', 'hidup', 'gue', 'dampak', 'hidup', 'gue', 'perin', 'gara-gara', 'voters', '02', 'tolol', 'ppn', '12', 'bpjs', 'anggar', 'pendidikan', 'sunat', 'program', 'tolol', 'maksi', 'gratis']","['kapai', 'hujat', '03', 'kalah', 'dampak', 'hidup', 'dampak', 'hidup', 'perin', 'gara-gara', 'voters', '02', 'tolol', 'ppn', '12', 'bpjs', 'anggar', 'pendidikan', 'sunat', 'program', 'tolol', 'maksi', 'gratis']"
@hanumsecret Eh iya ppn naik 12% tapi gaji naik dikit bjil fak,@hanumsecret eh iya ppn naik 12 tapi gaji naik dikit bjil fak,@hanumsecret eh iya ppn naik 12 tapi gaji naik dikit bjil fak,@hanumsecret eh iya ppn naik 12 tapi gaji naik dikit bjil fak,@hanumsecret eh iya ppn naik 12 tapi gaji naik dikit bjil fak,"['eh', 'iya', 'ppn', 'naik', '12', 'tapi', 'gaji', 'naik', 'dikit', 'bjil', 'fak']","['eh', 'iya', 'ppn', 'naik', '12', 'tapi', 'gaji', 'naik', 'dikit', 'bjil', 'fak']","['eh', 'iya', 'ppn', '12', 'gaji', 'dikit', 'bjil', 'fak']","['eh', 'ppn', '12', 'gaji', 'dikit', 'bjil', 'fak']"
Liat aja nanti si pembela ppn 12% ini pas semuanya udah naik masih tetep sama omongan mereka atau malahan nelen ludah nya sendiri,liat aja nanti si pembela ppn 12 ini pas semuanya udah naik masih tetep sama omongan mereka atau malahan nelen ludah nya sendiri,lihat saja nanti sih pembela ppn 12 ini pas semuanya sudah naik masih tetap sama omongan mereka atau malahan nelen ludah nya sendiri,lihat saja nanti sih pembela ppn 12 ini pas semuanya sudah naik masih tetap sama omongan mereka atau malahan nelen ludah nya sendiri,lihat saja nanti sih pembela ppn 12 ini pas semuanya sudah naik masih tetap sama omongan mereka atau malahan nelen ludah nya sendiri,"['lihat', 'saja', 'nanti', 'sih', 'pembela', 'ppn', '12', 'ini', 'pas', 'semuanya', 'sudah', 'naik', 'masih', 'tetap', 'sama', 'omongan', 'mereka', 'atau', 'malahan', 'nelen', 'ludah', 'nya', 'sendiri']","['lihat', 'saja', 'nanti', 'sih', 'bela', 'ppn', '12', 'ini', 'pas', 'semua', 'sudah', 'naik', 'masih', 'tetap', 'sama', 'omong', 'mereka', 'atau', 'malah', 'nelen', 'ludah', 'nya', 'sendiri']","['lihat', 'sih', 'bela', 'ppn', '12', 'pas', 'omong', 'nelen', 'ludah', 'nya']","['lihat', 'bela', 'ppn', '12', 'pas', 'omong', 'nelen', 'ludah']"
@KtutF @und_cuckoosnest @salam4jari @akbarfaizal68 Narasi gw apakah pembelaan untuk setuju ppn12%? Enggak ada narasi bahwa gw nolak atau setuju kalau anda ingin mengetahui ya silahkan lihat track gw melalui Tweet saya. PPN 12% NAIK GW SETUJU ASAL ADA OPSI TERTENTU JIKA OPSI TSB TIDAK TERJADI GAK USAH NAIKKAN PPN,@ktutf @undcuckoosnest @salam4jari @akbarfaizal68 narasi gw apakah pembelaan untuk setuju ppn12 enggak ada narasi bahwa gw nolak atau setuju kalau anda ingin mengetahui ya silahkan lihat track gw melalui tweet saya ppn 12 naik gw setuju asal ada opsi tertentu jika opsi tsb tidak terjadi gak usah naikkan ppn,@ktutf @undcuckoosnest @salam4jari @akbarfaizal68 narasi gue apakah pembelaan untuk setuju ppn12 enggak ada narasi bahwa gue nolak atau setuju kalau anda ingin mengetahui ya silakan lihat track gue melalui tweet saya ppn 12 naik gue setuju asal ada opsi tertentu jika opsi tersebut tidak terjadi enggak usah naikkan ppn,@ktutf @undcuckoosnest @salam4jari @akbarfaizal68 narasi gue apakah pembelaan untuk setuju ppn12 enggak ada narasi bahwa gue nolak atau setuju kalau anda ingin mengetahui ya silakan lihat track gue melalui tweet saya ppn 12 naik gue setuju asal ada opsi tertentu jika opsi tersebut tidak terjadi enggak usah naikkan ppn,@ktutf @undcuckoosnest @salam4jari @akbarfaizal68 narasi gue apakah pembelaan untuk setuju ppn12 enggak ada narasi bahwa gue nolak atau setuju kalau anda ingin mengetahui ya silakan lihat track gue melalui tweet saya ppn 12 naik gue setuju asal ada opsi tertentu jika opsi tersebut tidak terjadi enggak usah naikkan ppn,"['narasi', 'gue', 'apakah', 'pembelaan', 'untuk', 'setuju', 'ppn', '12', 'enggak', 'ada', 'narasi', 'bahwa', 'gue', 'nolak', 'atau', 'setuju', 'kalau', 'anda', 'ingin', 'mengetahui', 'ya', 'silakan', 'lihat', 'track', 'gue', 'melalui', 'tweet', 'saya', 'ppn', '12', 'naik', 'gue', 'setuju', 'asal', 'ada', 'opsi', 'tertentu', 'jika', 'opsi', 'tersebut', 'tidak', 'terjadi', 'enggak', 'usah', 'naikkan', 'ppn']","['narasi', 'gue', 'apakah', 'bela', 'untuk', 'tuju', 'ppn', '12', 'tidak', 'ada', 'narasi', 'bahwa', 'gue', 'tolak', 'atau', 'tuju', 'kalau', 'anda', 'ingin', 'mengetahui', 'iya', 'sila', 'lihat', 'track', 'gue', 'lalu', 'tweet', 'saya', 'ppn', '12', 'naik', 'gue', 'tuju', 'asal', 'ada', 'opsi', 'tentu', 'jika', 'opsi', 'sebut', 'tidak', 'jadi', 'tidak', 'usah', 'naik', 'ppn']","['narasi', 'gue', 'bela', 'tuju', 'ppn', '12', 'narasi', 'gue', 'tolak', 'tuju', 'iya', 'sila', 'lihat', 'track', 'gue', 'tweet', 'ppn', '12', 'gue', 'tuju', 'opsi', 'opsi', 'ppn']","['narasi', 'bela', 'tuju', 'ppn', '12', 'narasi', 'tolak', 'tuju', 'sila', 'lihat', 'track', 'tweet', 'ppn', '12', 'tuju', 'opsi', 'opsi', 'ppn']"
PPN naik 12% EF JUGA IKUT IKUTAN NAIK 13% FAKKK,ppn naik 12 ef juga ikut ikutan naik 13 fakkk,ppn naik 12 ef juga ikut ikutan naik 13 fakkk,ppn naik 12 ef juga ikut ikutan naik 13 fak,ppn naik 12 ef juga ikut ikutan naik 13 fak,"['ppn', 'naik', '12', 'ef', 'juga', 'ikut', 'ikutan', 'naik', '13', 'fak']","['ppn', 'naik', '12', 'ef', 'juga', 'ikut', 'ikut', 'naik', '13', 'fak']","['ppn', '12', 'ef', '13', 'fak']","['ppn', '12', 'ef', '13', 'fak']"
PPN naik jadi 12% apa yang menjadi dasarnya? unit nilai apa yang digunakan sehingga bisa menjadi justifikasi? Bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur. Not good.,ppn naik jadi 12 apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,ppn naik jadi 12 apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,ppn naik jadi 12 apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,ppn naik jadi 12 apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,"['ppn', 'naik', 'jadi', '12', 'apa', 'yang', 'menjadi', 'dasarnya', 'unit', 'nilai', 'apa', 'yang', 'digunakan', 'sehingga', 'bisa', 'menjadi', 'justifikasi', 'bila', 'pertanyaan', 'ini', 'tak', 'bisa', 'dijawab', 'artinya', 'ekonomi', 'yang', 'hendak', 'dibangun', 'berdiri', 'dari', 'unit', 'nilai', 'yang', 'kabur', 'not', 'good']","['ppn', 'naik', 'jadi', '12', 'apa', 'yang', 'jadi', 'dasar', 'unit', 'nilai', 'apa', 'yang', 'guna', 'sehingga', 'bisa', 'jadi', 'justifikasi', 'bila', 'tanya', 'ini', 'tak', 'bisa', 'jawab', 'arti', 'ekonomi', 'yang', 'hendak', 'bangun', 'diri', 'dari', 'unit', 'nilai', 'yang', 'kabur', 'not', 'good']","['ppn', '12', 'dasar', 'unit', 'nilai', 'justifikasi', 'arti', 'ekonomi', 'bangun', 'unit', 'nilai', 'kabur', 'not', 'good']","['ppn', '12', 'dasar', 'unit', 'nilai', 'justifikasi', 'arti', 'ekonomi', 'bangun', 'unit', 'nilai', 'kabur', 'not', 'good']"
 ya liat dulu ppn naik 12% itu nanti digunain buat apa belum apa apa udah marah marah ??? KALO FASILITAS NI NEGARA UDAH BAGUS DARI DULU JG GA SE PROTES ITU??? 12% ITU BUAT PROGRAM MAKAN GRATIS MEREKA??? APA MANFAATNYA BUAT ORANG DEWASA????, ya liat dulu ppn naik 12 itu nanti digunain buat apa belum apa apa udah marah marah  kalo fasilitas ni negara udah bagus dari dulu jg ga se protes itu 12 itu buat program makan gratis mereka apa manfaatnya buat orang dewasa, ya lihat dulu ppn naik 12 itu nanti digunain buat apa belum apa apa sudah marah marah  kalo fasilitas nih negara sudah bagus dari dulu juga enggak se protes itu 12 itu buat program makan gratis mereka apa manfaatnya buat orang dewasa, ya lihat dulu ppn naik 12 itu nanti digunain buat apa belum apa apa sudah marah marah  kalo fasilitas nih negara sudah bagus dari dulu juga enggak se protes itu 12 itu buat program makan gratis mereka apa manfaatnya buat orang dewasa, ya lihat dulu ppn naik 12 itu nanti digunain buat apa belum apa apa sudah marah marah  kalo fasilitas nih negara sudah bagus dari dulu juga enggak se protes itu 12 itu buat program makan gratis mereka apa manfaatnya buat orang dewasa,"['ya', 'lihat', 'dulu', 'ppn', 'naik', '12', 'itu', 'nanti', 'digunain', 'buat', 'apa', 'belum', 'apa', 'apa', 'sudah', 'marah', 'marah', 'kalo', 'fasilitas', 'nih', 'negara', 'sudah', 'bagus', 'dari', 'dulu', 'juga', 'enggak', 'se', 'protes', 'itu', '12', 'itu', 'buat', 'program', 'makan', 'gratis', 'mereka', 'apa', 'manfaatnya', 'buat', 'orang', 'dewasa']","['iya', 'lihat', 'dulu', 'ppn', 'naik', '12', 'itu', 'nanti', 'guna', 'buat', 'apa', 'belum', 'apa', 'apa', 'sudah', 'marah', 'marah', 'kalau', 'fasilitas', 'ini', 'negara', 'sudah', 'bagus', 'dari', 'dulu', 'juga', 'tidak', 'se', 'protes', 'itu', '12', 'itu', 'buat', 'program', 'makan', 'gratis', 'mereka', 'apa', 'manfaat', 'buat', 'orang', 'dewasa']","['iya', 'lihat', 'ppn', '12', 'marah', 'marah', 'fasilitas', 'negara', 'bagus', 'protes', '12', 'program', 'makan', 'gratis', 'manfaat', 'orang', 'dewasa']","['lihat', 'ppn', '12', 'marah', 'marah', 'fasilitas', 'negara', 'bagus', 'protes', '12', 'program', 'makan', 'gratis', 'manfaat', 'orang', 'dewasa']"
naik tj ngeliat bapak2 pake jaket kampanye pragib biru muda.. the audacity to wear that in public in the middle of ppn 12% man ,naik tj ngeliat bapak2 pake jaket kampanye pragib biru muda the audacity to wear that in public in the middle of ppn 12 man ,naik tj melihat bapak2 pakai jaket kampanye pragib biru muda the audacity tapi wear that ini public ini the middle of ppn 12 man ,naik tj melihat bapak2 pakai jaket kampanye pragib biru muda the audacity tapi wear that ini public ini the middle of ppn 12 man ,naik tj melihat bapak2 pakai jaket kampanye pragib biru muda the audacity tapi wear that ini public ini the middle of ppn 12 man ,"['naik', 'tj', 'melihat', 'bapak', '2', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'tapi', 'wear', 'that', 'ini', 'public', 'ini', 'the', 'middle', 'of', 'ppn', '12', 'man']","['naik', 'tj', 'lihat', 'bapak', '2', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'tapi', 'wear', 'that', 'ini', 'public', 'ini', 'the', 'middle', 'of', 'ppn', '12', 'man']","['tj', 'lihat', '2', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'wear', 'that', 'public', 'the', 'middle', 'of', 'ppn', '12', 'man']","['tj', 'lihat', '2', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'wear', 'that', 'public', 'the', 'middle', 'of', 'ppn', '12', 'man']"
